field_name,field_family,source_family,feature_class,transform,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,atlas_candidate,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L1_cross_sectional_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L3_liquidity_tier_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L5_vol_adjusted_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L0_raw_forward_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L1_cross_sectional_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L3_liquidity_tier_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L5_vol_adjusted_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L0_raw_forward_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L1_cross_sectional_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L3_liquidity_tier_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_72h,L5_vol_adjusted_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L0_raw_forward_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L1_cross_sectional_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L3_liquidity_tier_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L5_vol_adjusted_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L0_raw_forward_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L1_cross_sectional_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L3_liquidity_tier_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L5_vol_adjusted_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L0_raw_forward_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L1_cross_sectional_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L3_liquidity_tier_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L5_vol_adjusted_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L0_raw_forward_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L1_cross_sectional_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L3_liquidity_tier_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,tsrank_168h,L5_vol_adjusted_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L0_raw_forward_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L1_cross_sectional_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L3_liquidity_tier_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L5_vol_adjusted_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L0_raw_forward_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L1_cross_sectional_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L3_liquidity_tier_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L5_vol_adjusted_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L0_raw_forward_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L1_cross_sectional_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L3_liquidity_tier_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L5_vol_adjusted_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L0_raw_forward_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L1_cross_sectional_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L3_liquidity_tier_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,shock_24h,L5_vol_adjusted_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0.0,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L0_raw_forward_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L1_cross_sectional_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L3_liquidity_tier_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L5_vol_adjusted_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L0_raw_forward_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L1_cross_sectional_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L3_liquidity_tier_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L5_vol_adjusted_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L0_raw_forward_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L1_cross_sectional_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L3_liquidity_tier_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L5_vol_adjusted_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L0_raw_forward_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L1_cross_sectional_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L3_liquidity_tier_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
rolling_coverage_168h,coverage,metadata_timing,derived_rolling,spread_short_long,L5_vol_adjusted_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L0_raw_forward_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L1_cross_sectional_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L3_liquidity_tier_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L5_vol_adjusted_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L0_raw_forward_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L1_cross_sectional_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L3_liquidity_tier_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L5_vol_adjusted_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L0_raw_forward_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L1_cross_sectional_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L3_liquidity_tier_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L5_vol_adjusted_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L0_raw_forward_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L1_cross_sectional_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L3_liquidity_tier_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,level,L5_vol_adjusted_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L0_raw_forward_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L1_cross_sectional_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L3_liquidity_tier_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L5_vol_adjusted_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L0_raw_forward_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L1_cross_sectional_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L3_liquidity_tier_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L5_vol_adjusted_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L0_raw_forward_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L1_cross_sectional_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L3_liquidity_tier_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L5_vol_adjusted_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L0_raw_forward_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L1_cross_sectional_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L3_liquidity_tier_relative_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_1h,L5_vol_adjusted_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L0_raw_forward_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L1_cross_sectional_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L3_liquidity_tier_relative_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L5_vol_adjusted_return,1,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.86666666666666,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L0_raw_forward_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L1_cross_sectional_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L3_liquidity_tier_relative_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L5_vol_adjusted_return,4,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,95.46666666666667,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L0_raw_forward_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L1_cross_sectional_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L3_liquidity_tier_relative_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L5_vol_adjusted_return,8,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,94.93333333333334,
gap_hours_recent_168h,coverage,metadata_timing,derived_rolling,delta_4h,L0_raw_forward_return,24,1.0,0,False,,,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,0,,,,,,0,,,,,,0,,,,,,0,,,,,,92.8,
