a7ls20_rank,a7ls19_rank,blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard_id,lag_ok_bool,robust_ok_bool,premay_all_positive_bool,is_l7,is_placebo,is_low_prior,contains_basis_premium,contains_basis_premium_like,contains_price_like,contains_liquidity_like,contains_volatility_like,contains_positioning_like,contains_open_interest_like,contains_taker_flow_like,contains_funding_state_like,contains_listing_age_like,contains_regime_state,strict_non_l7,strong_non_l7,arbitration_score,a7ls19_reject_reason,a7ls19_decision,is_l5,split_mean_floor,split_mean_median,split_tstat_floor,split_tstat_median,split_nonoverlap_floor,split_positive_rate_floor,split_positive_rate_median,cost_floor,control_margin,non_l5_bonus,non_basis_bonus,a7ls20_deep_score,a7ls20_decision
11,14,a7ls15_ddf2a5a6c7583143,"Mul(Delta(mark_index_basis_bps,12),listing_age_days)",basis_premium_like|listing_age_like,mul,L5_vol_adjusted_return,8,-1.0,3,True,0.6432587345063513,0.2470466166268127,True,0.6381542740094422,2.3257390719032007,True,0.3884232532733426,0.3878232532733426,0.3868232532733426,94.93333333333334,A7LS18a7ls18_s013_NUMERIC_CLUE,700,-0.015429593393315,-0.5308631355607549,-0.2388034556174575,-1.6127354190871603,0.4771428571428571,712,-0.0560569852036901,-2.0322199489578807,-0.6381542740094422,-2.5437099773570435,0.4396067415730337,712,-0.1372888171010405,-3.24841597394526,-1.3114818568854956,-2.3257390719032007,0.4508426966292135,712,-0.3888232532733426,-5.487831088626393,-2.31397045610637,-3.2895097744426938,0.4129213483146067,1.0,394.1799945388364,skel_0994b3a36a4d53ba,0.8239011778224649,0.9982965771734076,a7ls18_s013,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,505.58447046845527,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.3888232532733426,-0.09667290115236529,-5.487831088626393,-2.6403179614515704,-3.2895097744426938,0.4129213483146067,0.4452247191011236,0.3868232532733426,0.3567412654936487,0.0,0.0,762.6580348203694,A7LS20_MARGINAL_QUEUE
12,20,a7ls15_113ef02b00ffc25f,"Mul(TSRank(mark_index_basis_bps,48),Abs(ZScore(Mean(index_close,240))))",basis_premium_like|price_like,mul,L5_vol_adjusted_return,8,-1.0,3,True,0.5308958199231105,0.2021115060506773,True,0.2366707054018638,2.388983282872982,True,0.3060538170576652,0.3054538170576652,0.3044538170576652,94.93333333333334,A7LS18a7ls18_s025_NUMERIC_CLUE,689,-0.035804167862473,-1.3019493206586767,-0.3479217286932615,-1.3276205731378052,0.4804063860667634,712,-0.0403761040907021,-1.4229879308122504,-0.2366707054018638,-2.388983282872982,0.4634831460674157,712,-0.177806333709808,-4.199011705455978,-1.7296500602981228,-2.997649463326624,0.4283707865168539,712,-0.3064538170576652,-5.606962917632103,-2.194957508513585,-3.9430121730816494,0.4452247191011236,1.0,311.9229212377421,skel_156d0fafafecde17,0.993105429474289,1.0,a7ls18_s025,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,430.0691720423555,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.3064538170576652,-0.10909121890025505,-5.606962917632103,-2.810999818134114,-3.9430121730816494,0.4283707865168539,0.45435393258426965,0.3044538170576652,0.4691041800768895,0.0,0.0,640.8003652628292,A7LS20_MARGINAL_QUEUE
13,19,a7ls15_02213ddd0b85be23,"Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(premium_abs_168h,72)))",basis_premium_like,sub,L5_vol_adjusted_return,24,-1.0,3,True,0.665854211578965,0.2034847469069463,True,0.5280517685983281,2.2503473658544646,True,0.3184975399164673,0.3178975399164673,0.3168975399164673,92.8,A7LS18a7ls18_s005_NUMERIC_CLUE,673,-0.0229085251860434,-0.4618573081545525,0.2748227309229011,-1.6424092677285198,0.4814264487369985,696,-0.1259422386292762,-2.5868575173099506,-0.5280517685983281,-2.2503473658544646,0.4683908045977011,696,-0.2349581210869339,-3.71237291287928,-0.8695839994678578,-2.7554435825599928,0.4353448275862069,696,-0.3188975399164673,-2.7920212291812763,-0.6026277430585963,-2.627525266434546,0.4626436781609195,1.0,324.2316857048883,skel_3afee12eb6a9078f,0.834530307382936,1.0,a7ls18_s005,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,434.2804330101504,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.3188975399164673,-0.18045017985810505,-3.71237291287928,-2.689439373245613,-2.7554435825599928,0.4353448275862069,0.4655172413793103,0.3168975399164673,0.33414578842103504,0.0,0.0,640.0820584920916,A7LS20_MARGINAL_QUEUE
14,17,a7ls15_f0887dbb68165e6d,"Mul(TSRank(mark_trade_basis_bps,6),Abs(ZScore(Mean(trade_volume,720))))",basis_premium_like|liquidity_like,mul,L5_vol_adjusted_return,24,1.0,3,True,0.6660638129925716,0.2421052170386709,True,0.8836718052736733,-0.8197442375090176,True,0.3413216768997582,0.3407216768997582,0.3397216768997582,92.8,A7LS18a7ls18_s008_NUMERIC_CLUE,673,0.0476868466621842,1.1846544215145196,0.122414193718568,-1.1653935021898518,0.5081723625557206,696,0.2390017298715629,5.987701804434045,1.155359863973295,-0.0734267336640548,0.603448275862069,696,0.2692148863603759,4.683875867972271,0.8967933819835587,-0.8197442375090176,0.5833333333333334,696,0.3417216768997582,4.036916707179242,0.8836718052736733,-0.4675235535217399,0.5833333333333334,1.0,347.0556130867657,skel_156d0fafafecde17,0.993105429474289,1.0,a7ls18_s008,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,457.09178430721136,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0476868466621842,0.2541083081159694,1.1846544215145196,4.360396287575757,-1.1653935021898518,0.5081723625557206,0.5833333333333334,0.3397216768997582,0.33393618700742844,0.0,0.0,629.6203590891374,A7LS20_MARGINAL_QUEUE
15,18,a7ls15_21e2eb5bd528cfa5,"Mul(TSRank(mark_index_basis_bps,3),Sign(Mean(ZScore(Mean(premium_abs_168h,36)),24)))",basis_premium_like,state_gate,L5_vol_adjusted_return,24,1.0,3,True,0.7983491675324347,0.3000188183712627,True,0.4196562687259766,-1.465519035053852,True,0.3348512000441305,0.3342512000441305,0.3332512000441305,92.8,A7LS18a7ls18_s004_NUMERIC_CLUE,348,0.1597455338864841,2.5318054272852577,0.3330930374486566,-1.5642372251348078,0.5574712643678161,369,0.4019719272625175,5.699482420694984,1.2024480892057594,-0.6857716915542326,0.6504065040650406,325,0.2423674876474988,2.735666253009738,0.729175912662853,-1.465519035053852,0.5876923076923077,220,0.3352512000441305,2.1213099877472112,0.4196562687259766,-0.984171934404372,0.5,1.0,340.4528508765981,skel_4b7f5aabd80a7296,0.817581154840563,1.0,a7ls18_s004,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,442.551900824652,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.1597455338864841,0.28880934384581464,2.1213099877472112,2.633735840147498,-1.5642372251348078,0.5,0.5725817860300619,0.3332512000441305,0.20165083246756532,0.0,0.0,621.28219630615,A7LS20_MARGINAL_QUEUE
16,21,a7ls15_b8e42dcf547ae915,"Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(mark_close,72)))",basis_premium_like|price_like,sub,L5_vol_adjusted_return,24,-1.0,3,True,0.556022412063101,0.1795699547381235,True,0.474261210983629,2.35138548702088,True,0.2962568429324239,0.2956568429324239,0.2946568429324239,92.8,A7LS18a7ls18_s029_NUMERIC_CLUE,673,-0.1418057184765534,-2.7748978438244563,-0.4787283577530268,-1.7643116288642515,0.4353640416047548,696,-0.1148345470523284,-2.421693056242612,-0.474261210983629,-2.35138548702088,0.4482758620689655,696,-0.2147413098455521,-3.390572153533636,-0.8215293651234845,-2.717521329705869,0.4367816091954023,696,-0.2966568429324239,-2.589381114028451,-0.5228001884736818,-2.5348737816483995,0.4626436781609195,1.0,302.10082052036086,skel_3afee12eb6a9078f,0.993105429474289,1.0,a7ls18_s029,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,418.7394757965748,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.2966568429324239,-0.17827351416105275,-3.390572153533636,-2.6821394789264534,-2.717521329705869,0.4353640416047548,0.4425287356321839,0.2946568429324239,0.443977587936899,0.0,0.0,615.3621761359597,A7LS20_MARGINAL_QUEUE
17,16,a7ls15_7355ef8aa37d5217,"Mul(Sub(CSRank(Delta(mark_trade_basis_bps,2)),CSRank(TSRank(mark_index_basis_bps,336))),Sign(TSRank(mark_index_basis_bps,336)))",basis_premium_like,signed_spread,L5_vol_adjusted_return,8,1.0,3,True,0.6588377127854667,0.1269169699281949,True,1.20219623887439,-0.5447100661914761,True,0.3410456006806238,0.3404456006806238,0.3394456006806238,94.93333333333334,A7LS18a7ls18_s002_NUMERIC_CLUE,689,0.0163706067324084,0.601684507142243,-0.0086308287249581,-1.0171750123379788,0.5283018867924528,712,0.0933000413395157,3.3226195774667047,1.20219623887439,-0.5447100661914761,0.5758426966292135,712,0.265005622282811,6.4256664548325775,2.4212554389240224,0.591624304136533,0.6306179775280899,712,0.3414456006806238,5.4432420426006445,2.1937132786992306,-0.0196559176751108,0.5926966292134831,1.0,346.78676296783834,skel_d2c2cd29eb5fbfcd,0.993105429474289,0.9928376000385692,a7ls18_s002,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,457.2565002007103,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0163706067324084,0.17915283181116334,0.601684507142243,4.382930810033675,-1.0171750123379788,0.5283018867924528,0.5842696629213483,0.3394456006806238,0.34116228721453334,0.0,0.0,595.5241287523527,A7LS20_MARGINAL_QUEUE
18,26,a7ls15_7d34c860f8f45ca4,"Sub(ZScore(Mean(premium_abs_168h,36)),Delta(log_quote_volume_168h,96))",basis_premium_like|liquidity_like,sub,L5_vol_adjusted_return,8,1.0,3,True,0.7127482026351082,0.2803917649573089,True,0.7836758345859995,0.6509388636905599,True,0.2877428414365504,0.2871428414365504,0.2861428414365504,94.93333333333334,A7LS18a7ls18_s012_NUMERIC_CLUE,616,0.03424296259232,1.193063111301896,0.4263479450519925,0.1303971226699697,0.5487012987012987,712,0.1170766761213778,3.933840931032066,1.3998344506641076,1.0283310824843706,0.5393258426966292,712,0.092549096154973,2.250948842256412,0.7836758345859995,0.6509388636905599,0.5308988764044944,712,0.2881428414365504,6.278577572026818,2.2323414454981387,1.7227646279436937,0.5814606741573034,1.0,293.4300932339153,skel_eaa129218e1e1a2f,0.7997701809824763,1.0,a7ls18_s012,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,400.6652010758088,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.03424296259232,0.10481288613817541,1.193063111301896,3.092394886644239,0.1303971226699697,0.5308988764044944,0.5440135706989639,0.2861428414365504,0.2872517973648918,0.0,0.0,571.3627307154342,A7LS20_MARGINAL_QUEUE
19,56,a7ls15_6843b56cd44c4d9e,"Mul(Sub(CSRank(TSRank(mark_trade_basis_bps,96)),CSRank(CSRank(trade_return_1h))),Sign(CSRank(trade_return_1h)))",basis_premium_like|price_like,signed_spread,L5_vol_adjusted_return,1,1.0,3,True,0.2407923138248829,0.045997104581701,True,8.357959810471323,8.357959810471323,True,0.1659155365069246,0.1653155365069246,0.1643155365069246,95.86666666666666,A7LS18a7ls18_s027_NUMERIC_CLUE,696,0.0548972200367289,4.3511652731069725,4.3511652731069725,4.3511652731069725,0.6135057471264368,719,0.1019021120587651,10.00950400967041,10.00950400967041,10.00950400967041,0.6620305980528511,719,0.1617396727631983,11.055958789623087,11.055958789623087,11.055958789623087,0.717663421418637,719,0.1663155365069246,8.357959810471323,8.357959810471323,8.357959810471323,0.6759388038942976,1.0,172.07474419309972,skel_50fabfec06d9bf09,0.9928181557023844,0.9935317804783952,a7ls18_s027,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,307.6272053636067,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0548972200367289,0.13182089241098172,4.3511652731069725,9.183731910070867,4.3511652731069725,0.6135057471264368,0.6689847009735743,0.1643155365069246,0.7592076861751171,0.0,0.0,568.0855614238694,A7LS20_MARGINAL_QUEUE
20,30,a7ls15_7acc9ae07db7a40b,"Sub(CSRank(Delta(top_global_account_divergence,6)),CSRank(Delta(mark_trade_basis_bps,16)))",positioning_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,8,-1.0,3,True,0.73349367608822,0.1716549743214178,True,1.0727182986552113,2.481129742924353,True,0.2669734769322656,0.2663734769322656,0.2653734769322656,94.93333333333334,A7LS18a7ls18_s125_NUMERIC_CLUE,696,-0.0117751485448563,-0.4645258092127611,-0.1409033669231226,-0.8271850236457099,0.4626436781609195,712,-0.0763144433124206,-2.913525649617571,-1.0727182986552113,-2.481129742924353,0.4410112359550562,712,-0.1466375290307381,-4.293193637234727,-1.506513055559715,-2.7061837979618693,0.4157303370786517,712,-0.2673734769322656,-4.464200687664469,-1.535584173096479,-2.614460188627212,0.4536516853932584,1.0,272.63998325617735,skel_bcb165b7818f5d85,0.9951163458776212,0.989309685334873,a7ls18_s125,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,378.6303626908841,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.2673734769322656,-0.11147598617157935,-4.464200687664469,-3.603359643426149,-2.7061837979618693,0.4157303370786517,0.4473314606741573,0.2653734769322656,0.26650632391178,0.0,0.0,550.8322164612579,A7LS20_MARGINAL_QUEUE
21,28,a7ls15_83b2ec53c58ee01a,"Mul(ZScore(Mean(listing_age_days,336)),Delta(mark_index_basis_bps,3))",listing_age_like|basis_premium_like,mul,L5_vol_adjusted_return,24,-1.0,3,True,0.7840102771262258,0.1704382112692923,True,0.3418059360623698,1.6477481972351422,True,0.2811299806389387,0.2805299806389387,0.2795299806389387,92.8,A7LS18a7ls18_s099_NUMERIC_CLUE,673,-0.0400948139678162,-0.8471840779979082,0.1454578422991349,-1.676721131688466,0.5052005943536404,696,-0.0842662014202366,-1.6596381937693716,-0.3418059360623698,-1.9606704683168457,0.4655172413793103,696,-0.149276005701324,-2.143862624354587,-0.5030687015064534,-1.6477481972351422,0.4612068965517241,696,-0.2815299806389387,-2.454441707252552,-0.4003259403320192,-2.311130075071457,0.4482758620689655,1.0,286.7459703618125,skel_eaa129218e1e1a2f,0.9103705831657568,0.998603003050384,a7ls18_s099,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,389.7053537342389,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.2815299806389387,-0.1167711035607803,-2.454441707252552,-1.9017504090619792,-2.311130075071457,0.4482758620689655,0.4633620689655172,0.2795299806389387,0.21598972287377416,0.0,0.0,544.754895737801,A7LS20_MARGINAL_QUEUE
22,22,a7ls15_42dc6539d51aca8b,"Mul(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(global_long_short_account_ratio_mean,120))))",basis_premium_like|positioning_like,mul,L5_vol_adjusted_return,8,1.0,3,True,0.6839494896987601,0.1460900278078583,True,1.5646438537727554,0.0408884175750308,True,0.3008664386951863,0.3002664386951864,0.2992664386951864,94.93333333333334,A7LS18a7ls18_s019_NUMERIC_CLUE,689,0.0220488493873889,0.8078792746545401,0.0862173614314765,-0.3921832926597062,0.5268505079825835,712,0.1078806404691055,4.437523240986332,1.5646438537727554,0.514438434173591,0.5842696629213483,712,0.1911845722354942,5.126144775633182,2.009510753591241,0.0408884175750308,0.5800561797752809,712,0.3012664386951864,5.5335049308493645,2.066897139207926,0.6972898731012444,0.5646067415730337,1.0,306.5824892054876,skel_a923757a8885923c,0.993105429474289,1.0,a7ls18_s019,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,415.545519823562,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0220488493873889,0.14953260635229987,0.8078792746545401,4.781834008309756,-0.3921832926597062,0.5268505079825835,0.5723314606741573,0.2992664386951864,0.3160505103012399,0.0,0.0,538.9909885709627,A7LS20_MARGINAL_QUEUE
23,36,a7ls15_a03a6be747eccb79,"Mul(Delta(mark_index_basis_bps,12),Decay(top_long_short_account_ratio_last,48))",basis_premium_like|positioning_like,mul,L5_vol_adjusted_return,4,-1.0,3,True,0.6709046880749856,0.1195948398006822,True,0.8801519586909341,2.614648348680676,True,0.2446744463476622,0.2440744463476622,0.2430744463476622,95.46666666666668,A7LS18a7ls18_s020_NUMERIC_CLUE,693,-0.0015730217383233,-0.0793027668331678,-0.3243891985829806,-0.5043233980385129,0.492063492063492,716,-0.0408585888230311,-2.4266794457446617,-0.8801519586909341,-2.8262515419717635,0.4427374301675977,716,-0.1086459289152662,-3.730305784707969,-1.9603902672721865,-2.614648348680676,0.414804469273743,716,-0.2450744463476622,-5.385550113639635,-2.960259767444771,-3.063994820450551,0.4329608938547486,1.0,250.4035416595873,skel_8727d93aac220fc6,0.993105429474289,0.9984240912158904,a7ls18_s020,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,360.14926037508815,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.2450744463476622,-0.07475225886914866,-5.385550113639635,-3.078492615226315,-3.063994820450551,0.414804469273743,0.4378491620111732,0.2430744463476622,0.3290953119250144,0.0,0.0,512.6768629216416,A7LS20_MARGINAL_QUEUE
24,35,a7ls15_4dc92dc60d615c89,"Mean(Mul(ZScore(Mean(open_interest_value_mean,120)),Clip(ZScore(taker_buy_sell_volume_ratio_last),-3,3)),4)",open_interest_like|taker_flow_like,smooth_mul,L5_vol_adjusted_return,24,-1.0,3,True,0.7807876376565606,0.2153468492569809,True,0.6076050674744966,2.2098436096534626,True,0.1983966040820995,0.1977966040820995,0.1967966040820995,92.8,A7LS18a7ls18_s120_NUMERIC_CLUE,670,-0.0103778810526353,-0.2489076401272662,-0.0887849448401174,-1.8930299785587328,0.4865671641791044,696,-0.165735875228519,-3.626597010030346,-0.8428136443181368,-2.2098436096534626,0.4367816091954023,696,-0.20767709774172,-3.407115742286226,-1.1918444650205833,-2.381306972037618,0.4468390804597701,696,-0.1987966040820995,-1.9980783629988847,-0.6076050674744966,-2.302746040883661,0.4727011494252873,1.0,204.0158164444429,skel_9429765ca9b3805e,0.9925308819304798,1.0,a7ls18_s120,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,362.1685581850492,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.20767709774172,-0.18226623965530925,-3.626597010030346,-2.702597052642555,-2.381306972037618,0.4367816091954023,0.45977011494252873,0.1967966040820995,0.21921236234343944,0.0,1.0,503.56974698513625,A7LS20_MARGINAL_QUEUE
25,71,a7ls15_cb5e75b242622860,"Mul(TSRank(mark_index_basis_bps,96),Sign(CSRank(log1p_listing_age_days)))",basis_premium_like|listing_age_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.3279773937949953,0.0427490447688628,True,6.785881196198102,6.785881196198102,True,0.1435815449822744,0.1429815449822744,0.1419815449822744,95.86666666666666,A7LS18a7ls18_s013_NUMERIC_CLUE,686,-0.0309968306626755,-2.889098046053788,-2.889098046053788,-2.889098046053788,0.434402332361516,716,-0.0698624903520991,-6.785881196198102,-6.785881196198102,-6.785881196198102,0.3547486033519553,719,-0.1145462742669974,-8.38330799803483,-8.38330799803483,-8.38330799803483,0.3407510431154381,719,-0.1439815449822744,-7.1280345610229965,-7.1280345610229965,-7.1280345610229965,0.3810848400556328,1.0,149.6535675884794,skel_069f2015163fa7ef,0.820741166331514,1.0,a7ls18_s013,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,279.9749239607797,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.1439815449822744,-0.09220438230954825,-8.38330799803483,-6.956957878610549,-8.38330799803483,0.3407510431154381,0.3679167217037941,0.1419815449822744,0.6720226062050048,0.0,0.0,483.7587961598286,A7LS20_MARGINAL_QUEUE
26,31,a7ls15_530252b40793410f,"SafeDiv(Delta(mark_trade_basis_bps,168),Abs(Abs(ZScore(Mean(trade_quote_volume,24)))))",basis_premium_like|liquidity_like,safe_div_abs,L5_vol_adjusted_return,8,1.0,3,True,0.5136299161420836,0.1133267100216598,True,1.6334233217983638,-0.5452926559801891,True,0.2498370636846145,0.2492370636846145,0.2482370636846145,94.93333333333334,A7LS18a7ls18_s010_NUMERIC_CLUE,544,0.0126595929952625,0.4438023356023824,0.1550054396758873,-2.078456601404449,0.4724264705882353,712,0.1033339011271814,3.719825214831885,1.6334233217983638,-0.5452926559801891,0.5603932584269663,712,0.2117519924743046,5.215151331296181,1.8982741894709687,0.6185458825671873,0.5969101123595506,712,0.2502370636846145,4.564313295744649,1.9771559788373685,0.1504341082817528,0.5660112359550562,1.0,255.72343376847243,skel_437d739eeb4ca960,0.9514507325481184,0.8895902526167472,a7ls18_s010,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,374.9056387999474,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0126595929952625,0.157542946800743,0.4438023356023824,4.142069255288266,-2.078456601404449,0.4724264705882353,0.5632022471910112,0.2482370636846145,0.48637008385791636,0.0,0.0,472.2043886802276,A7LS20_MARGINAL_QUEUE
27,33,a7ls15_2c7b31909d6612ec,"Mul(TSRank(mark_trade_basis_bps,36),Sign(Mean(index_close,2)))",basis_premium_like|price_like,gated_sign,L5_vol_adjusted_return,8,1.0,3,True,0.5218197986778011,0.0638973849926837,True,1.2672780845885314,-0.4836949551981744,True,0.2487027119529156,0.2481027119529156,0.2471027119529156,94.93333333333334,A7LS18a7ls18_s024_NUMERIC_CLUE,654,0.0237909049011637,0.8612333256723431,0.2330508674628033,-0.4624708703426277,0.5259938837920489,698,0.0883996977217583,3.1039425320480967,1.2672780845885314,-0.4836949551981744,0.5730659025787965,699,0.1635129988808992,4.279063072225616,1.3095352056627512,0.3085137044741805,0.5665236051502146,701,0.2491027119529156,4.327475348589802,1.6728534152506889,0.4309550859375914,0.5748930099857347,1.0,254.58089215423783,skel_3afee12eb6a9078f,0.993105429474289,1.0,a7ls18_s024,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,373.2717042335698,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0237909049011637,0.12595634830132876,0.8612333256723431,3.6915028021368563,-0.4836949551981744,0.5259938837920489,0.5697947538645056,0.2471027119529156,0.47818020132219885,0.0,0.0,454.6830877871646,A7LS20_MARGINAL_QUEUE
28,37,a7ls15_d90c7d57fdf5069b,"Sub(Delta(top_long_short_position_ratio_mean,3),TSRank(mark_index_basis_bps,24))",positioning_like|basis_premium_like,sub,L5_vol_adjusted_return,8,1.0,3,True,0.7196379705131711,0.1457479916598126,True,0.4187604779468035,-0.1158958654909348,True,0.2472294956240655,0.2466294956240655,0.2456294956240655,94.93333333333334,A7LS18a7ls18_s126_NUMERIC_CLUE,689,0.0627917224030145,2.2775662989132743,0.4836638806703285,0.0365484918071588,0.5442670537010159,712,0.0439563717492397,1.575274999846609,0.4187604779468035,-0.1158958654909348,0.5294943820224719,712,0.1685761948149032,4.29100577632599,1.739560059062755,0.0292666900181244,0.5702247191011236,712,0.2476294956240655,4.685709718941887,1.648438371851428,0.2374763190084156,0.5702247191011236,1.0,252.9098576535524,skel_8727d93aac220fc6,0.993105429474289,1.0,a7ls18_s126,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,359.73157942276214,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0439563717492397,0.11568395860895886,1.575274999846609,3.2842860376196326,-0.1158958654909348,0.5294943820224719,0.5572458864010698,0.2456294956240655,0.28036202948682887,0.0,0.0,453.09244650194836,A7LS20_MARGINAL_QUEUE
29,67,a7ls15_982c459fa90224ed,"Sub(CSRank(top_long_short_account_ratio_last),CSRank(mark_index_basis_bps))",positioning_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,1,1.0,3,True,0.2033391946802019,0.0474320911695814,True,5.006929760786114,5.006929760786114,True,0.1399610462996418,0.1393610462996418,0.1383610462996418,95.86666666666666,A7LS18a7ls18_s125_NUMERIC_CLUE,719,0.0091676222205545,0.8593095094623353,0.8593095094623353,0.8593095094623353,0.502086230876217,719,0.0554418492023954,5.006929760786114,5.006929760786114,5.006929760786114,0.6036161335187761,719,0.096262731640251,7.285688778390593,7.285688778390593,7.285688778390593,0.6300417246175244,719,0.1403610462996418,6.871677088298678,6.871677088298678,6.871677088298678,0.6022253129346314,1.0,146.1577071049616,skel_293cae94cfd91548,0.9997127262280954,0.9872665229885056,a7ls18_s125,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,283.95735542414945,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0091676222205545,0.0758522904213232,0.8593095094623353,5.939303424542396,0.8593095094623353,0.502086230876217,0.6029207232267038,0.1383610462996418,0.7966608053197981,0.0,0.0,450.3403982636855,A7LS20_MARGINAL_QUEUE
30,55,a7ls15_04d0fe57519a6e45,"Mean(Mul(Decay(open_interest_mean,16),Delta(top_long_short_position_ratio_mean,4)),4)",open_interest_like|positioning_like,smooth_mul,L5_vol_adjusted_return,4,-1.0,3,True,0.5950037053759302,0.1159489168352802,True,1.6048622390296354,2.281597745218804,True,0.1349483296900074,0.1343483296900074,0.1333483296900074,95.46666666666668,A7LS18a7ls18_s114_NUMERIC_CLUE,698,-0.0301904286106192,-1.503485475730549,-0.7396199106127815,-1.8239901451294664,0.4713467048710602,716,-0.0781395969196069,-3.925397244165514,-1.795370588867775,-3.92463082629932,0.414804469273743,716,-0.0694689078711258,-2.9785660756972585,-1.6048622390296354,-2.281597745218804,0.4399441340782123,716,-0.1353483296900074,-4.180181814126521,-1.9801055380210504,-2.8656645433681653,0.4664804469273743,1.0,140.7533259846315,skel_8a80c8785bbf365b,0.9948290721057168,1.0,a7ls18_s114,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,310.05310366207567,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,-0.1353483296900074,-0.07380425239536635,-4.180181814126521,-3.451981659931386,-3.92463082629932,0.414804469273743,0.4532122905027933,0.1333483296900074,0.40499629462406983,0.0,1.0,402.85166486557773,A7LS20_MARGINAL_QUEUE
