blueprint_id,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_route,secondary_route,primary_transform,secondary_transform,modifier_guard_required,skeleton_key,production_key,in_materialization_queue,in_company_numeric_wave_queue,company_shard,expression,input_fields,input_field_count,input_tags,input_clusters,input_semantic_types,input_routes,missing_registry_fields,has_missing_registry_field,has_signal_tag,has_condition_tag,has_rescue_tag,has_hard_block_tag,level_priority,in_company_numeric_wave_queue_bool,in_materialization_queue_bool,mode,mode_decision,mode_reason,generation_priority_rank
a7ff24r_010c17f20813e83d,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,sub,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_8h,False,skel_f8484b844efd270f,prod_6368f96f9b9f0fd3,True,True,shard_02,"Sub(mark_index_basis_bps,Mean(premium_close_bps,8))",mark_index_basis_bps|premium_close_bps,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_012f310115eadbbc,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,mul,mark_index_basis_bps,trade_return_1h,basis_premium_like,price_like,primary_signal_seed,exploratory_signal_seed,delta_4h,level,False,skel_0994b3a36a4d53ba,prod_82feb0b19b6739ff,True,True,shard_02,"Mul(Delta(mark_index_basis_bps,4),trade_return_1h)",mark_index_basis_bps|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_013bedfbbe1e0440,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,spread_rank,mark_index_basis_bps,trade_return_1h,basis_premium_like,price_like,primary_signal_seed,exploratory_signal_seed,delta_8h,level,False,skel_51c2bb588b20fa9e,prod_6c51d1f0f3f1f508,True,True,shard_04,"Sub(CSRank(Delta(mark_index_basis_bps,8)),CSRank(trade_return_1h))",mark_index_basis_bps|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_0140b036cf90c55c,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,smooth_mul,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_8h,False,skel_44a246af570899bb,prod_1ee1fb2e2672a581,True,True,shard_00,"Mean(Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8))),4)",mark_index_basis_bps|premium_close_bps,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_017f184a030e064c,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,smooth_mul,mark_index_basis_bps,realized_vol_24h,basis_premium_like,volatility_like,primary_signal_seed,exploratory_signal_seed,level,delta_4h,False,skel_644ba0ee0d0e38ee,prod_4d99485b2a9d9cd1,True,True,shard_05,"Mean(Mul(mark_index_basis_bps,Delta(realized_vol_24h,4)),4)",mark_index_basis_bps|realized_vol_24h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_016,basis_premium_like|volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_0194a53d45e3f5b8,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,mul,mark_index_basis_bps,realized_vol_168h,basis_premium_like,volatility_like,primary_signal_seed,exploratory_signal_seed,mean_4h,level,False,skel_0994b3a36a4d53ba,prod_d87cc87c65dfd2b7,True,True,shard_04,"Mul(Mean(mark_index_basis_bps,4),realized_vol_168h)",mark_index_basis_bps|realized_vol_168h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_0196749c7a2c667c,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,smooth_mul,mark_index_basis_bps,trade_return_1h,basis_premium_like,price_like,primary_signal_seed,exploratory_signal_seed,delta_1h,zmean_2h,False,skel_bb02868db9f6b779,prod_36ae4a74d57919c5,True,True,shard_03,"Mean(Mul(Delta(mark_index_basis_bps,1),ZScore(Mean(trade_return_1h,2))),4)",mark_index_basis_bps|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_019b84afd725ae41,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,spread_rank,premium_close_bps,trade_return_1h,basis_premium_like,price_like,exploratory_signal_seed,exploratory_signal_seed,delta_4h,level,False,skel_51c2bb588b20fa9e,prod_c6e9bf393311de30,True,True,shard_04,"Sub(CSRank(Delta(premium_close_bps,4)),CSRank(trade_return_1h))",premium_close_bps|trade_return_1h,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_01c6e8136603b2c6,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,mul,premium_close_bps,realized_vol_24h,basis_premium_like,volatility_like,exploratory_signal_seed,exploratory_signal_seed,level,delta_12h,False,skel_f8484b844efd270f,prod_348fa2e2b521138b,True,True,shard_05,"Mul(premium_close_bps,Delta(realized_vol_24h,12))",premium_close_bps|realized_vol_24h,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_016,basis_premium_like|volatility_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_01cf1067ca4f1d1b,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_2h,level,False,skel_136259b72205469f,prod_393b83dde6320cee,True,True,shard_00,"Mul(Mean(mark_index_basis_bps,2),Sign(premium_close_bps))",mark_index_basis_bps|premium_close_bps,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_0212bc3998dc51f4,L2_typed_two_field_interaction,role_mixed_allowed,P0,price_like|volatility_like,smooth_mul,realized_vol_168h,trade_return_1h,volatility_like,price_like,exploratory_signal_seed,exploratory_signal_seed,mean_8h,level,False,skel_8184698cb7b24c02,prod_d4d6abb5b6086aa1,True,True,shard_06,"Mean(Mul(Mean(realized_vol_168h,8),trade_return_1h),4)",realized_vol_168h|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_015|ic_021,price_like|volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_026bf66ba2fea18a,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,spread_rank,mark_index_basis_bps,trade_return_1h,basis_premium_like,price_like,primary_signal_seed,exploratory_signal_seed,delta_2h,level,False,skel_51c2bb588b20fa9e,prod_44d613202770dd38,True,True,shard_04,"Sub(CSRank(Delta(mark_index_basis_bps,2)),CSRank(trade_return_1h))",mark_index_basis_bps|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_027985a514087331,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,smooth_mul,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_1h,zmean_8h,False,skel_bb02868db9f6b779,prod_4a8ef91bc76b62a9,True,True,shard_01,"Mean(Mul(Delta(mark_index_basis_bps,1),ZScore(Mean(premium_close_bps,8))),4)",mark_index_basis_bps|premium_close_bps,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_029eac5b325dde0b,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,spread_rank,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_2h,False,skel_a923757a8885923c,prod_5bbde806945399f9,True,True,shard_01,"Sub(CSRank(mark_index_basis_bps),CSRank(ZScore(Mean(premium_close_bps,2))))",mark_index_basis_bps|premium_close_bps,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_02cedb50f1b8c59c,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,mul,mark_index_basis_bps,trade_return_1h,basis_premium_like,price_like,primary_signal_seed,exploratory_signal_seed,level,mean_12h,False,skel_f8484b844efd270f,prod_6eafbb97ad161b71,True,True,shard_02,"Mul(mark_index_basis_bps,Mean(trade_return_1h,12))",mark_index_basis_bps|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_02e717cf35881297,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,gated_sign,premium_close_bps,trade_return_1h,basis_premium_like,price_like,exploratory_signal_seed,exploratory_signal_seed,mean_2h,level,False,skel_136259b72205469f,prod_a41f094c897015ad,True,True,shard_02,"Mul(Mean(premium_close_bps,2),Sign(trade_return_1h))",premium_close_bps|trade_return_1h,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_03283c7197d62451,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,smooth_mul,premium_close_bps,realized_vol_168h,basis_premium_like,volatility_like,exploratory_signal_seed,exploratory_signal_seed,zmean_4h,zmean_1h,False,skel_23144da521f368b4,prod_112d5b711b4ead00,True,True,shard_05,"Mean(Mul(ZScore(Mean(premium_close_bps,4)),ZScore(Mean(realized_vol_168h,1))),4)",premium_close_bps|realized_vol_168h,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_015,basis_premium_like|volatility_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_035d40ffa6c4e750,L2_typed_two_field_interaction,role_mixed_allowed,P0,price_like|volatility_like,smooth_mul,realized_vol_168h,trade_return_1h,volatility_like,price_like,exploratory_signal_seed,exploratory_signal_seed,delta_8h,level,False,skel_8184698cb7b24c02,prod_bd8403784666c8d4,True,True,shard_06,"Mean(Mul(Delta(realized_vol_168h,8),trade_return_1h),4)",realized_vol_168h|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_015|ic_021,price_like|volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_0374a1d3cd0147de,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,smooth_mul,mark_index_basis_bps,trade_return_1h,basis_premium_like,price_like,primary_signal_seed,exploratory_signal_seed,zmean_12h,zmean_8h,False,skel_23144da521f368b4,prod_4cb848bcf6251ccf,True,True,shard_03,"Mean(Mul(ZScore(Mean(mark_index_basis_bps,12)),ZScore(Mean(trade_return_1h,8))),4)",mark_index_basis_bps|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_038ab74762617034,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,mul,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,level,False,skel_337820bc5afcf6cc,prod_9ccf4d911d864d56,True,True,shard_00,"Mul(mark_index_basis_bps,premium_close_bps)",mark_index_basis_bps|premium_close_bps,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_038cf941ef5b4847,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,smooth_mul,premium_close_bps,realized_vol_24h,basis_premium_like,volatility_like,exploratory_signal_seed,exploratory_signal_seed,zmean_12h,level,False,skel_1717bdff259036b1,prod_27396ae2aad8a6d1,True,True,shard_05,"Mean(Mul(ZScore(Mean(premium_close_bps,12)),realized_vol_24h),4)",premium_close_bps|realized_vol_24h,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_016,basis_premium_like|volatility_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_03973baca083813c,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_2h,False,skel_c80f62c274b367a9,prod_8059d73f6d7fc9e1,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,2))))",mark_index_basis_bps|premium_close_bps,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_03db5a3f758281f2,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,smooth_mul,mark_index_basis_bps,trade_return_1h,basis_premium_like,price_like,primary_signal_seed,exploratory_signal_seed,level,mean_12h,False,skel_644ba0ee0d0e38ee,prod_d318ebf7f7a3a322,True,True,shard_03,"Mean(Mul(mark_index_basis_bps,Mean(trade_return_1h,12)),4)",mark_index_basis_bps|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_03f1ac8e9e28dd52,L2_typed_two_field_interaction,role_mixed_allowed,P0,price_like|volatility_like,mul,realized_vol_168h,trade_return_1h,volatility_like,price_like,exploratory_signal_seed,exploratory_signal_seed,zmean_1h,level,False,skel_97ea9710bb50e137,prod_417a34ff726d85bb,True,True,shard_06,"Mul(ZScore(Mean(realized_vol_168h,1)),trade_return_1h)",realized_vol_168h|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_015|ic_021,price_like|volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_043cb40eb2ab4181,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,smooth_mul,mark_index_basis_bps,trade_return_1h,basis_premium_like,price_like,primary_signal_seed,exploratory_signal_seed,zmean_4h,zmean_4h,False,skel_23144da521f368b4,prod_548002653b40116d,True,True,shard_03,"Mean(Mul(ZScore(Mean(mark_index_basis_bps,4)),ZScore(Mean(trade_return_1h,4))),4)",mark_index_basis_bps|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_0440761badf23951,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,mul,premium_close_bps,realized_vol_168h,basis_premium_like,volatility_like,exploratory_signal_seed,exploratory_signal_seed,level,mean_1h,False,skel_f8484b844efd270f,prod_45efd47fdb1ebb01,True,True,shard_05,"Mul(premium_close_bps,Mean(realized_vol_168h,1))",premium_close_bps|realized_vol_168h,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_015,basis_premium_like|volatility_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_04c6be3326e1dbcd,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,mul,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_2h,False,skel_a2f58ee62d9e7ad2,prod_a9125126ab06b10d,True,True,shard_00,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,2)))",mark_index_basis_bps|premium_close_bps,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_04e0289ebca98579,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,mul,premium_close_bps,trade_return_1h,basis_premium_like,price_like,exploratory_signal_seed,exploratory_signal_seed,level,zmean_2h,False,skel_a2f58ee62d9e7ad2,prod_1512e5243945ec9e,True,True,shard_02,"Mul(premium_close_bps,ZScore(Mean(trade_return_1h,2)))",premium_close_bps|trade_return_1h,2,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,capped_alpha_signal|ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_04e37cac65b66014,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,spread_rank,mark_index_basis_bps,realized_vol_168h,basis_premium_like,volatility_like,primary_signal_seed,exploratory_signal_seed,level,mean_8h,False,skel_1a1b3fb29dff7328,prod_54e19a458bdb3c52,True,True,shard_05,"Sub(CSRank(mark_index_basis_bps),CSRank(Mean(realized_vol_168h,8)))",mark_index_basis_bps|realized_vol_168h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_0540a852c151ed99,L2_typed_two_field_interaction,role_mixed_allowed,P0,volatility_like|volatility_like,spread_rank,realized_vol_168h,realized_vol_24h,volatility_like,volatility_like,exploratory_signal_seed,exploratory_signal_seed,zmean_4h,level,False,skel_206e713fb3d9a164,prod_1228432a67e0e594,True,True,shard_07,"Sub(CSRank(ZScore(Mean(realized_vol_168h,4))),CSRank(realized_vol_24h))",realized_vol_168h|realized_vol_24h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_015|ic_016,volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_0552e8c65f9c0c13,L2_typed_two_field_interaction,role_mixed_allowed,P0,price_like|volatility_like,smooth_mul,realized_vol_24h,trade_return_1h,volatility_like,price_like,exploratory_signal_seed,exploratory_signal_seed,mean_1h,level,False,skel_8184698cb7b24c02,prod_b24c79f39b948f9c,True,True,shard_06,"Mean(Mul(Mean(realized_vol_24h,1),trade_return_1h),4)",realized_vol_24h|trade_return_1h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_016|ic_021,price_like|volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_058f19399504de5b,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,mul,mark_index_basis_bps,realized_vol_168h,basis_premium_like,volatility_like,primary_signal_seed,exploratory_signal_seed,zmean_12h,level,False,skel_97ea9710bb50e137,prod_a5d470a74b408eb8,True,True,shard_05,"Mul(ZScore(Mean(mark_index_basis_bps,12)),realized_vol_168h)",mark_index_basis_bps|realized_vol_168h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
a7ff24r_0598aaa83908c081,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,smooth_mul,mark_index_basis_bps,realized_vol_24h,basis_premium_like,volatility_like,primary_signal_seed,exploratory_signal_seed,zmean_4h,zmean_4h,False,skel_23144da521f368b4,prod_c9151c03b55dbfd1,True,True,shard_05,"Mean(Mul(ZScore(Mean(mark_index_basis_bps,4)),ZScore(Mean(realized_vol_24h,4))),4)",mark_index_basis_bps|realized_vol_24h,2,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_016,basis_premium_like|volatility_like,ordinary_alpha_signal,,False,True,False,False,False,1,True,True,ordinary_alpha,accept,ordinary_alpha_route,0
