derived_feature_id,production_family,base_fields,base_field_families,transform,window_hours,requires_agg_features_available_mask,feature_available_lag_bars,cross_symbol_scope,zero_fill_allowed,missing_as_signal_allowed,same_hour_execution_allowed
Decay_48h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,Decay,48,True,48,same_symbol,False,False,False
RollingMin_48h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,RollingMin,48,True,48,same_symbol,False,False,False
RollingMax_48h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,RollingMax,48,True,48,same_symbol,False,False,False
ZScore_48h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,ZScore,48,True,48,same_symbol,False,False,False
TSMean_72h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,TSMean,72,True,72,same_symbol,False,False,False
TSStd_72h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,TSStd,72,True,72,same_symbol,False,False,False
Delta_72h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,Delta,72,True,72,same_symbol,False,False,False
Decay_72h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,Decay,72,True,72,same_symbol,False,False,False
RollingMin_72h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,RollingMin,72,True,72,same_symbol,False,False,False
RollingMax_72h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,RollingMax,72,True,72,same_symbol,False,False,False
ZScore_72h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,ZScore,72,True,72,same_symbol,False,False,False
TSMean_96h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,TSMean,96,True,96,same_symbol,False,False,False
TSStd_96h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,TSStd,96,True,96,same_symbol,False,False,False
Delta_96h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,Delta,96,True,96,same_symbol,False,False,False
Decay_96h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,Decay,96,True,96,same_symbol,False,False,False
RollingMin_96h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,RollingMin,96,True,96,same_symbol,False,False,False
RollingMax_96h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,RollingMax,96,True,96,same_symbol,False,False,False
ZScore_96h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,ZScore,96,True,96,same_symbol,False,False,False
TSMean_4h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSMean,4,True,4,same_symbol,False,False,False
TSStd_4h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSStd,4,True,4,same_symbol,False,False,False
Delta_4h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Delta,4,True,4,same_symbol,False,False,False
Decay_4h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Decay,4,True,4,same_symbol,False,False,False
RollingMin_4h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMin,4,True,4,same_symbol,False,False,False
RollingMax_4h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMax,4,True,4,same_symbol,False,False,False
ZScore_4h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,ZScore,4,True,4,same_symbol,False,False,False
TSMean_8h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSMean,8,True,8,same_symbol,False,False,False
TSStd_8h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSStd,8,True,8,same_symbol,False,False,False
Delta_8h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Delta,8,True,8,same_symbol,False,False,False
Decay_8h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Decay,8,True,8,same_symbol,False,False,False
RollingMin_8h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMin,8,True,8,same_symbol,False,False,False
RollingMax_8h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMax,8,True,8,same_symbol,False,False,False
ZScore_8h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,ZScore,8,True,8,same_symbol,False,False,False
TSMean_12h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSMean,12,True,12,same_symbol,False,False,False
TSStd_12h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSStd,12,True,12,same_symbol,False,False,False
Delta_12h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Delta,12,True,12,same_symbol,False,False,False
Decay_12h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Decay,12,True,12,same_symbol,False,False,False
RollingMin_12h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMin,12,True,12,same_symbol,False,False,False
RollingMax_12h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMax,12,True,12,same_symbol,False,False,False
ZScore_12h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,ZScore,12,True,12,same_symbol,False,False,False
TSMean_24h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSMean,24,True,24,same_symbol,False,False,False
TSStd_24h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSStd,24,True,24,same_symbol,False,False,False
Delta_24h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Delta,24,True,24,same_symbol,False,False,False
Decay_24h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Decay,24,True,24,same_symbol,False,False,False
RollingMin_24h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMin,24,True,24,same_symbol,False,False,False
RollingMax_24h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMax,24,True,24,same_symbol,False,False,False
ZScore_24h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,ZScore,24,True,24,same_symbol,False,False,False
TSMean_48h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSMean,48,True,48,same_symbol,False,False,False
TSStd_48h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSStd,48,True,48,same_symbol,False,False,False
Delta_48h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Delta,48,True,48,same_symbol,False,False,False
Decay_48h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Decay,48,True,48,same_symbol,False,False,False
RollingMin_48h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMin,48,True,48,same_symbol,False,False,False
RollingMax_48h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMax,48,True,48,same_symbol,False,False,False
ZScore_48h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,ZScore,48,True,48,same_symbol,False,False,False
TSMean_72h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSMean,72,True,72,same_symbol,False,False,False
TSStd_72h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSStd,72,True,72,same_symbol,False,False,False
Delta_72h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Delta,72,True,72,same_symbol,False,False,False
Decay_72h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Decay,72,True,72,same_symbol,False,False,False
RollingMin_72h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMin,72,True,72,same_symbol,False,False,False
RollingMax_72h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMax,72,True,72,same_symbol,False,False,False
ZScore_72h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,ZScore,72,True,72,same_symbol,False,False,False
TSMean_96h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSMean,96,True,96,same_symbol,False,False,False
TSStd_96h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,TSStd,96,True,96,same_symbol,False,False,False
Delta_96h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Delta,96,True,96,same_symbol,False,False,False
Decay_96h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,Decay,96,True,96,same_symbol,False,False,False
RollingMin_96h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMin,96,True,96,same_symbol,False,False,False
RollingMax_96h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,RollingMax,96,True,96,same_symbol,False,False,False
ZScore_96h__agg_last_transact_time_ms,rolling_self_reproduction,agg_last_transact_time_ms,other,ZScore,96,True,96,same_symbol,False,False,False
TSMean_4h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSMean,4,True,4,same_symbol,False,False,False
TSStd_4h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSStd,4,True,4,same_symbol,False,False,False
Delta_4h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Delta,4,True,4,same_symbol,False,False,False
Decay_4h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Decay,4,True,4,same_symbol,False,False,False
RollingMin_4h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMin,4,True,4,same_symbol,False,False,False
RollingMax_4h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMax,4,True,4,same_symbol,False,False,False
ZScore_4h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,ZScore,4,True,4,same_symbol,False,False,False
TSMean_8h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSMean,8,True,8,same_symbol,False,False,False
TSStd_8h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSStd,8,True,8,same_symbol,False,False,False
Delta_8h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Delta,8,True,8,same_symbol,False,False,False
Decay_8h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Decay,8,True,8,same_symbol,False,False,False
RollingMin_8h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMin,8,True,8,same_symbol,False,False,False
RollingMax_8h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMax,8,True,8,same_symbol,False,False,False
ZScore_8h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,ZScore,8,True,8,same_symbol,False,False,False
TSMean_12h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSMean,12,True,12,same_symbol,False,False,False
TSStd_12h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSStd,12,True,12,same_symbol,False,False,False
Delta_12h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Delta,12,True,12,same_symbol,False,False,False
Decay_12h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Decay,12,True,12,same_symbol,False,False,False
RollingMin_12h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMin,12,True,12,same_symbol,False,False,False
RollingMax_12h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMax,12,True,12,same_symbol,False,False,False
ZScore_12h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,ZScore,12,True,12,same_symbol,False,False,False
TSMean_24h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSMean,24,True,24,same_symbol,False,False,False
TSStd_24h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSStd,24,True,24,same_symbol,False,False,False
Delta_24h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Delta,24,True,24,same_symbol,False,False,False
Decay_24h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Decay,24,True,24,same_symbol,False,False,False
RollingMin_24h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMin,24,True,24,same_symbol,False,False,False
RollingMax_24h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMax,24,True,24,same_symbol,False,False,False
ZScore_24h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,ZScore,24,True,24,same_symbol,False,False,False
TSMean_48h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSMean,48,True,48,same_symbol,False,False,False
TSStd_48h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSStd,48,True,48,same_symbol,False,False,False
Delta_48h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Delta,48,True,48,same_symbol,False,False,False
Decay_48h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Decay,48,True,48,same_symbol,False,False,False
RollingMin_48h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMin,48,True,48,same_symbol,False,False,False
RollingMax_48h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMax,48,True,48,same_symbol,False,False,False
ZScore_48h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,ZScore,48,True,48,same_symbol,False,False,False
TSMean_72h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSMean,72,True,72,same_symbol,False,False,False
TSStd_72h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSStd,72,True,72,same_symbol,False,False,False
Delta_72h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Delta,72,True,72,same_symbol,False,False,False
Decay_72h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Decay,72,True,72,same_symbol,False,False,False
RollingMin_72h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMin,72,True,72,same_symbol,False,False,False
RollingMax_72h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMax,72,True,72,same_symbol,False,False,False
ZScore_72h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,ZScore,72,True,72,same_symbol,False,False,False
TSMean_96h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSMean,96,True,96,same_symbol,False,False,False
TSStd_96h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,TSStd,96,True,96,same_symbol,False,False,False
Delta_96h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Delta,96,True,96,same_symbol,False,False,False
Decay_96h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,Decay,96,True,96,same_symbol,False,False,False
RollingMin_96h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMin,96,True,96,same_symbol,False,False,False
RollingMax_96h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,RollingMax,96,True,96,same_symbol,False,False,False
ZScore_96h__agg_high_price,rolling_self_reproduction,agg_high_price,price_microstructure,ZScore,96,True,96,same_symbol,False,False,False
TSMean_4h__agg_low_price,rolling_self_reproduction,agg_low_price,price_microstructure,TSMean,4,True,4,same_symbol,False,False,False
TSStd_4h__agg_low_price,rolling_self_reproduction,agg_low_price,price_microstructure,TSStd,4,True,4,same_symbol,False,False,False
Delta_4h__agg_low_price,rolling_self_reproduction,agg_low_price,price_microstructure,Delta,4,True,4,same_symbol,False,False,False
Decay_4h__agg_low_price,rolling_self_reproduction,agg_low_price,price_microstructure,Decay,4,True,4,same_symbol,False,False,False
RollingMin_4h__agg_low_price,rolling_self_reproduction,agg_low_price,price_microstructure,RollingMin,4,True,4,same_symbol,False,False,False
RollingMax_4h__agg_low_price,rolling_self_reproduction,agg_low_price,price_microstructure,RollingMax,4,True,4,same_symbol,False,False,False
ZScore_4h__agg_low_price,rolling_self_reproduction,agg_low_price,price_microstructure,ZScore,4,True,4,same_symbol,False,False,False
TSMean_8h__agg_low_price,rolling_self_reproduction,agg_low_price,price_microstructure,TSMean,8,True,8,same_symbol,False,False,False
TSStd_8h__agg_low_price,rolling_self_reproduction,agg_low_price,price_microstructure,TSStd,8,True,8,same_symbol,False,False,False
