blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard_id,lag_ok_bool,robust_ok_bool,premay_all_positive_bool,is_l7,is_placebo,is_low_prior,contains_basis_premium,contains_basis_premium_like,contains_price_like,contains_liquidity_like,contains_volatility_like,contains_positioning_like,contains_open_interest_like,contains_taker_flow_like,contains_funding_state_like,contains_listing_age_like,contains_regime_state,strict_non_l7,strong_non_l7,arbitration_score,a7ls19_reject_reason
a7ls15_54ad1703758fd224,"Mul(Sub(CSRank(Delta(mark_trade_basis_bps,336)),CSRank(Delta(age_percentile_active_universe,8))),Sign(Delta(age_percentile_active_universe,8)))",basis_premium_like|listing_age_like,signed_spread,L5_vol_adjusted_return,4,1.0,3,True,0.5534878505940402,0.8854062610178723,True,1.1668983858936617,-0.2088642069780445,True,1.4649265033720886,1.4643265033720887,1.4633265033720886,95.46666666666668,A7LS18a7ls18_s016_NUMERIC_CLUE,61,0.0993336953303746,1.9698257966200567,0.7839455438850229,-0.0977651072498311,0.4918032786885246,83,0.0879181127705325,1.8871275343398752,1.1668983858936617,-0.2088642069780445,0.6265060240963856,84,0.2486385912248093,3.4633344761715086,1.640871436346171,0.6883258366451515,0.6428571428571429,8,1.4653265033720886,5.719354255053636,,,1.0,1.0,1470.7730155214945,skel_d2c2cd29eb5fbfcd,0.7308244757253662,0.0930866745283018,a7ls18_s016,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,1587.563744485852,strict_non_l7_eligible
a7ls15_2e8119b1513a3317,"Mean(Mul(ZScore(Mean(premium_abs_168h,168)),Mean(age_x_liquidity,8)),4)",basis_premium_like|listing_age_like,smooth_mul,L5_vol_adjusted_return,8,1.0,3,True,0.8180442619660592,0.1685808575068742,True,1.1309062360556972,0.9062575411958248,True,0.1678759037664433,0.1672759037664433,0.1662759037664433,94.93333333333334,A7LS18a7ls18_s016_NUMERIC_CLUE,686,0.0698877602802613,2.1933407549034425,0.7815574593935226,0.6673834956279976,0.5364431486880467,712,0.1220361509487826,4.300389992007539,1.5207677160902793,1.4295860797566045,0.5519662921348315,712,0.1976357816330695,4.393000297879816,1.57649394805513,1.3661160213429122,0.526685393258427,712,0.1682759037664433,3.2062663845448665,1.1309062360556972,0.9062575411958248,0.5210674157303371,1.0,173.45785950447728,skel_5e59fd0ac881977f,0.8198793450158001,1.0,a7ls18_s016,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,124.37520378651374,strict_non_l7_eligible
a7ls15_19e913f657c7019c,"Mean(Mul(TSRank(mark_index_basis_bps,72),TSRank(sqrt_listing_age_days,168)),4)",basis_premium_like|listing_age_like,smooth_mul,L5_vol_adjusted_return,1,-1.0,3,True,0.7076343567812343,0.0542175683332413,True,1.871014612959576,1.871014612959576,True,0.1002701419503125,0.0996701419503125,0.0986701419503125,95.86666666666666,A7LS18a7ls18_s016_NUMERIC_CLUE,693,-0.0262616272951239,-2.7433448174085946,-2.7433448174085946,-2.7433448174085946,0.443001443001443,719,-0.019433235045965,-1.871014612959576,-1.871014612959576,-1.871014612959576,0.4714881780250348,719,-0.0625832681066429,-4.770746069027696,-4.770746069027696,-4.770746069027696,0.3991655076495132,719,-0.1006701419503125,-4.872240359504696,-4.872240359504696,-4.872240359504696,0.4269819193324061,1.0,105.96250759353129,skel_8a80c8785bbf365b,0.8198793450158001,1.0,a7ls18_s016,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,213.50444618665722,strict_non_l7_eligible
a7ls15_fda70f63f5edfaf6,"Mean(Mul(TSRank(mark_index_basis_bps,48),ZScore(Mean(sqrt_listing_age_days,336))),4)",basis_premium_like|listing_age_like,smooth_mul,L5_vol_adjusted_return,1,-1.0,3,True,0.5220131250858029,0.0589289377784823,True,2.7148736264487834,2.7148736264487834,True,0.0948390805668509,0.0942390805668509,0.0932390805668509,95.86666666666666,A7LS18a7ls18_s016_NUMERIC_CLUE,693,-0.0219575261733159,-2.3273789071860445,-2.3273789071860445,-2.3273789071860445,0.4415584415584415,719,-0.0356155782936269,-2.7148736264487834,-2.7148736264487834,-2.7148736264487834,0.4645340751043115,719,-0.0531507646351422,-4.269606266119511,-4.269606266119511,-4.269606266119511,0.4200278164116829,719,-0.0952390805668509,-4.682960057501722,-4.682960057501722,-4.682960057501722,0.4033379694019471,1.0,100.71706744176514,skel_bb02868db9f6b779,0.9095087618500431,1.0,a7ls18_s016,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,219.39627993661696,strict_non_l7_eligible
a7ls15_43e3cb27c3e1eb33,"Mul(Sub(CSRank(Delta(premium_close_bps,24)),CSRank(ZScore(Mean(sqrt_listing_age_days,4)))),Sign(ZScore(Mean(sqrt_listing_age_days,4))))",basis_premium_like|listing_age_like,signed_spread,L5_vol_adjusted_return,1,-1.0,3,True,0.5502701602207404,0.0614893593940951,True,2.640118796051417,2.640118796051417,True,0.0904985894183444,0.0898985894183444,0.0888985894183444,95.86666666666666,A7LS18a7ls18_s016_NUMERIC_CLUE,695,-0.0283873434409658,-2.638619061746315,-2.638619061746315,-2.638619061746315,0.4460431654676259,719,-0.0364112684050722,-2.640118796051417,-2.640118796051417,-2.640118796051417,0.4603616133518776,719,-0.0473856681106764,-3.627025752663027,-3.627025752663027,-3.627025752663027,0.4228094575799722,719,-0.0908985894183444,-4.630265621365371,-4.630265621365371,-4.630265621365371,0.4408901251738525,1.0,96.34831925812372,skel_7ced7a1852c7e2ed,0.8204538925596093,0.9974468954248366,a7ls18_s016,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,213.3321096448793,strict_non_l7_eligible
a7ls15_47a3b99756cca427,"Mul(TSRank(mark_index_basis_bps,24),Sign(Mean(Abs(ZScore(Mean(age_percentile_active_universe,72))),24)))",basis_premium_like|listing_age_like,state_gate,L5_vol_adjusted_return,4,-1.0,3,True,0.5855706679800321,0.0838282221116948,True,0.2969766370757456,2.622654388991804,True,0.1928676126847845,0.1922676126847845,0.1912676126847845,95.46666666666668,A7LS18a7ls18_s017_NUMERIC_CLUE,626,-0.0415909983541665,-2.2222490331142435,-1.1253669200195875,-1.6747545488020656,0.476038338658147,689,-0.0284788075741028,-1.3081595727621813,-0.2969766370757456,-2.622654388991804,0.4383164005805515,701,-0.1282460966969452,-4.312356892661606,-2.141412348370084,-3.29171719719762,0.4051355206847361,707,-0.1932676126847845,-5.1967390463669085,-2.577737095345624,-3.185717966424185,0.4356435643564356,1.0,198.6820420168045,skel_b1251d7d11b756bc,0.8279230106291295,1.0,a7ls18_s017,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,313.54780193800264,strict_non_l7_eligible
a7ls15_1db95606c9ed4c53,"Mean(Mul(Delta(mark_index_basis_bps,12),ZScore(Mean(sqrt_listing_age_days,24))),4)",basis_premium_like|listing_age_like,smooth_mul,L5_vol_adjusted_return,1,-1.0,3,True,0.7241724406525565,0.0421139782796761,True,2.356063868091994,2.356063868091994,True,0.1006933643489405,0.1000933643489405,0.0990933643489405,95.86666666666666,A7LS18a7ls18_s017_NUMERIC_CLUE,693,-0.0053549656483534,-0.5146795058600107,-0.5146795058600107,-0.5146795058600107,0.4891774891774891,719,-0.0310274498947087,-2.356063868091994,-2.356063868091994,-2.356063868091994,0.4687065368567454,719,-0.0521219429650766,-3.942095216898647,-3.942095216898647,-3.942095216898647,0.4102920723226704,719,-0.1010933643489405,-4.577481341603888,-4.577481341603888,-4.577481341603888,0.4353268428372739,1.0,106.369191908288,skel_bb02868db9f6b779,0.8198793450158001,0.9999817507591684,a7ls18_s017,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,212.91884546913462,strict_non_l7_eligible
a7ls15_dbbc346a0b42c9fc,"Mul(TSRank(premium_close_bps,48),Sign(Mean(CSRank(log1p_listing_age_days),24)))",basis_premium_like|listing_age_like,state_gate,L5_vol_adjusted_return,1,-1.0,3,True,0.7103043899801467,0.0409989067429891,True,2.659161926839768,2.659161926839768,True,0.0907315597663563,0.0901315597663563,0.0891315597663563,95.86666666666666,A7LS18a7ls18_s017_NUMERIC_CLUE,679,-0.0233445390398289,-2.106608339643599,-2.106608339643599,-2.106608339643599,0.4536082474226804,715,-0.0434538070315738,-3.069520466659822,-3.069520466659822,-3.069520466659822,0.4195804195804196,712,-0.0338497266776652,-2.659161926839768,-2.659161926839768,-2.659161926839768,0.4353932584269663,718,-0.0911315597663563,-4.8229749507175015,-4.8229749507175015,-4.8229749507175015,0.435933147632312,1.0,96.42125537637618,skel_2fbcae8e77605694,0.820741166331514,1.0,a7ls18_s017,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,203.80299197756736,strict_non_l7_eligible
a7ls15_cd54fa90449daf83,"Mean(Mul(Delta(premium_close_bps,2),Delta(listing_age_days,24)),4)",basis_premium_like|listing_age_like,smooth_mul,L5_vol_adjusted_return,1,-1.0,3,True,0.7872976086887283,0.0180951908748717,True,1.2510758463074356,1.2510758463074356,True,0.0417817110341755,0.0411817110341755,0.0401817110341755,95.86666666666666,A7LS18a7ls18_s017_NUMERIC_CLUE,692,-0.0144913881491591,-1.3773693862156793,-1.3773693862156793,-1.3773693862156793,0.4450867052023121,719,-0.0124069465536454,-1.2510758463074356,-1.2510758463074356,-1.2510758463074356,0.4909596662030598,719,-0.0218380935177572,-1.501216475387292,-1.501216475387292,-1.501216475387292,0.4534075104311544,719,-0.0421817110341755,-2.041645951832722,-2.041645951832722,-2.041645951832722,0.4798331015299026,1.0,47.39441342548682,skel_8a80c8785bbf365b,0.8195920712438954,0.9252723741091248,a7ls18_s017,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,150.15655690416312,strict_non_l7_eligible
a7ls15_6dde8445b9dc0331,"Mul(Delta(mark_index_basis_bps,2),Sign(Mean(Delta(age_percentile_active_universe,24),24)))",basis_premium_like|listing_age_like,state_gate,L5_vol_adjusted_return,8,-1.0,3,True,0.7806943002761827,0.5053402470602881,True,0.6690981187797516,1.761276434198896,True,0.6907505254121353,0.6901505254121353,0.6891505254121353,94.93333333333334,A7LS18a7ls18_s018_NUMERIC_CLUE,463,-0.0350741024049795,-1.0745255751878209,-0.3105924338030041,-1.5974719183810495,0.4578833693304535,387,-0.0924551730174067,-2.710422407058296,-1.3019733306522303,-2.2739082854048944,0.4315245478036176,372,-0.069240377119414,-1.6196247580332248,-0.6690981187797516,-2.2387673321561845,0.4381720430107527,47,-0.6911505254121353,-2.386819111261639,-1.011391738649191,-1.761276434198896,0.3617021276595745,1.0,696.3698311118591,skel_c614d64ff6a8da31,0.8138465958058029,0.4530459465819508,a7ls18_s018,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,799.5281730952881,strict_non_l7_eligible
a7ls15_0331c0a8833324e9,"Mul(Delta(mark_index_basis_bps,504),Sign(Mean(Abs(ZScore(Mean(age_percentile_active_universe,4))),24)))",basis_premium_like|listing_age_like,state_gate,L5_vol_adjusted_return,1,-1.0,3,True,0.6904935972797374,0.0391895556869408,True,5.84477913814559,5.84477913814559,True,0.1216946375306569,0.1210946375306569,0.1200946375306569,95.86666666666666,A7LS18a7ls18_s018_NUMERIC_CLUE,215,-0.0300392466890888,-1.4739790582304788,-1.4739790582304788,-1.4739790582304788,0.4372093023255814,719,-0.0658560195929501,-6.1378906961002055,-6.1378906961002055,-6.1378906961002055,0.3908205841446453,719,-0.129734770697435,-9.478686876726693,-9.478686876726693,-9.478686876726693,0.3546592489568845,719,-0.1220946375306569,-5.84477913814559,-5.84477913814559,-5.84477913814559,0.3991655076495132,1.0,127.40414393337716,skel_b1251d7d11b756bc,0.6825624820453893,0.9978649340628508,a7ls18_s018,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,235.9745280965929,strict_non_l7_eligible
a7ls15_1b2f226316c3560b,"Mul(TSRank(premium_close_bps,16),Sign(TSRank(global_long_short_account_ratio_last,8)))",basis_premium_like|positioning_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.7233524619824605,0.028781374271097,True,2.558685148165486,2.558685148165486,True,0.066747571871759,0.066147571871759,0.065147571871759,95.86666666666666,A7LS18a7ls18_s018_NUMERIC_CLUE,636,-0.0195830497539201,-1.7522462456675068,-1.7522462456675068,-1.7522462456675068,0.4669811320754717,672,-0.03610111523479,-2.558685148165486,-2.558685148165486,-2.558685148165486,0.4360119047619047,684,-0.0378712056935451,-3.1500726709875555,-3.1500726709875555,-3.1500726709875555,0.4502923976608187,698,-0.067147571871759,-3.542187155857125,-3.542187155857125,-3.542187155857125,0.4326647564469914,1.0,72.42421940977658,skel_3afee12eb6a9078f,0.995403619649526,1.0,a7ls18_s018,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,179.02307169082894,strict_non_l7_eligible
a7ls15_7f81dbbc39a33e92,"Mul(Neg(ZScore(TSRank(mark_index_basis_bps,96))),Sign(TSRank(global_long_short_account_ratio_mean,48)))",basis_premium_like|positioning_like,mean_reversion_gate,L5_vol_adjusted_return,8,1.0,3,True,0.875864219569979,0.2182467976580808,True,0.4062212902497864,-0.7420672008064143,True,0.3353304716988886,0.3347304716988886,0.3337304716988886,94.93333333333334,A7LS18a7ls18_s019_NUMERIC_CLUE,680,0.0307138136254468,1.1204004085376775,0.2549713092941666,-0.3252547126861,0.5088235294117647,711,0.0306349436582932,1.120246192524973,0.4062212902497864,-0.7420672008064143,0.5372714486638537,712,0.1901126149662276,4.946726043273957,2.01563392625816,-0.1632589253231419,0.5912921348314607,712,0.3357304716988886,6.24592735560214,2.1118297282086744,0.7392225386130803,0.5646067415730337,1.0,340.85460747931864,skel_2674b9b28339672e,0.993105429474289,0.999894537653071,a7ls18_s019,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,288.3027543051199,strict_non_l7_eligible
a7ls15_42dc6539d51aca8b,"Mul(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(global_long_short_account_ratio_mean,120))))",basis_premium_like|positioning_like,mul,L5_vol_adjusted_return,8,1.0,3,True,0.6839494896987601,0.1460900278078583,True,1.5646438537727554,0.0408884175750308,True,0.3008664386951863,0.3002664386951864,0.2992664386951864,94.93333333333334,A7LS18a7ls18_s019_NUMERIC_CLUE,689,0.0220488493873889,0.8078792746545401,0.0862173614314765,-0.3921832926597062,0.5268505079825835,712,0.1078806404691055,4.437523240986332,1.5646438537727554,0.514438434173591,0.5842696629213483,712,0.1911845722354942,5.126144775633182,2.009510753591241,0.0408884175750308,0.5800561797752809,712,0.3012664386951864,5.5335049308493645,2.066897139207926,0.6972898731012444,0.5646067415730337,1.0,306.5824892054876,skel_a923757a8885923c,0.993105429474289,1.0,a7ls18_s019,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,415.545519823562,strict_non_l7_eligible
a7ls15_6c4c00de28b60ea2,"Mul(TSRank(mark_trade_basis_bps,120),Sign(TSRank(global_long_short_account_ratio_mean,3)))",basis_premium_like|positioning_like,gated_sign,L5_vol_adjusted_return,4,1.0,3,True,0.7121637887587718,0.0521759507004976,True,2.1207403495424018,1.3562439459470044,True,0.2064260746828891,0.2058260746828892,0.2048260746828892,95.46666666666668,A7LS18a7ls18_s019_NUMERIC_CLUE,682,0.0018538278244276,0.0879477100936036,-0.0882067244496258,-0.6129351973945673,0.5249266862170088,715,0.08600670984537,4.359077841155068,2.1207403495424018,1.3562439459470044,0.6027972027972028,713,0.1709826007349367,6.2948296777405,3.396374024745425,2.174443490390595,0.6283309957924264,715,0.2068260746828892,5.3408542660504015,2.7009920656457247,2.4806018003918022,0.5720279720279721,1.0,212.1139108941304,skel_3afee12eb6a9078f,0.993105429474289,1.0,a7ls18_s019,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,319.3840835686041,strict_non_l7_eligible
a7ls15_56d0ba7f9a2e9875,"Mul(Delta(mark_index_basis_bps,168),Sign(Abs(ZScore(Mean(global_long_short_account_ratio_last,24)))))",basis_premium_like|positioning_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.5184903373474417,0.0678692471374613,True,5.508573178384974,5.508573178384974,True,0.1173740436499765,0.1167740436499765,0.1157740436499765,95.86666666666666,A7LS18a7ls18_s019_NUMERIC_CLUE,551,-0.0138750953066864,-1.2466657489110229,-1.2466657489110229,-1.2466657489110229,0.4537205081669691,719,-0.0744122210546354,-7.366785258196836,-7.366785258196836,-7.366785258196836,0.3560500695410292,719,-0.1239322452282413,-9.358957823197008,-9.358957823197008,-9.358957823197008,0.3365785813630041,719,-0.1177740436499765,-5.508573178384974,-5.508573178384974,-5.508573178384974,0.4102920723226704,1.0,123.2555533126291,skel_437d739eeb4ca960,0.9514507325481184,0.9978927636876006,a7ls18_s019,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,242.1461330717826,strict_non_l7_eligible
a7ls15_44cc4f4c65afc0d8,"Mul(Decay(mark_index_basis_bps,6),Abs(ZScore(Mean(global_long_short_account_ratio_last,6))))",basis_premium_like|positioning_like,mul,L5_vol_adjusted_return,1,-1.0,3,True,0.5612519828558464,0.0320605985096179,True,1.6714430004296057,1.6714430004296057,True,0.0854241816614292,0.0848241816614292,0.0838241816614292,95.86666666666666,A7LS18a7ls18_s019_NUMERIC_CLUE,714,-0.0001780326232695,-0.0164071512105076,-0.0164071512105076,-0.0164071512105076,0.4761904761904761,719,-0.0178538371016736,-1.6714430004296057,-1.6714430004296057,-1.6714430004296057,0.4492350486787204,719,-0.0547383708631192,-4.1349656141116045,-4.1349656141116045,-4.1349656141116045,0.43115438108484,719,-0.0858241816614292,-4.008669592829538,-4.008669592829538,-4.008669592829538,0.4269819193324061,1.0,91.26292967857336,skel_156d0fafafecde17,0.9982763573685722,0.9999520383693046,a7ls18_s019,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,207.58781070722256,strict_non_l7_eligible
a7ls15_a03a6be747eccb79,"Mul(Delta(mark_index_basis_bps,12),Decay(top_long_short_account_ratio_last,48))",basis_premium_like|positioning_like,mul,L5_vol_adjusted_return,4,-1.0,3,True,0.6709046880749856,0.1195948398006822,True,0.8801519586909341,2.614648348680676,True,0.2446744463476622,0.2440744463476622,0.2430744463476622,95.46666666666668,A7LS18a7ls18_s020_NUMERIC_CLUE,693,-0.0015730217383233,-0.0793027668331678,-0.3243891985829806,-0.5043233980385129,0.492063492063492,716,-0.0408585888230311,-2.4266794457446617,-0.8801519586909341,-2.8262515419717635,0.4427374301675977,716,-0.1086459289152662,-3.730305784707969,-1.9603902672721865,-2.614648348680676,0.414804469273743,716,-0.2450744463476622,-5.385550113639635,-2.960259767444771,-3.063994820450551,0.4329608938547486,1.0,250.4035416595873,skel_8727d93aac220fc6,0.993105429474289,0.9984240912158904,a7ls18_s020,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,360.14926037508815,strict_non_l7_eligible
a7ls15_66f1558110e31c26,"SafeDiv(Delta(mark_index_basis_bps,1),Abs(Abs(ZScore(Mean(top_long_short_position_ratio_last,3)))))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,8,-1.0,3,True,0.594070985463009,0.0577634154400391,True,0.7585183806833165,2.4080464852842254,True,0.1390767392942898,0.1384767392942898,0.1374767392942898,94.93333333333334,A7LS18a7ls18_s020_NUMERIC_CLUE,710,-0.0151510434099983,-0.5946873860335796,-0.2503432900304782,-1.2495382199833225,0.4971830985915493,712,-0.0888549606806912,-3.0638590654417506,-1.0129377484988402,-2.4080464852842254,0.4452247191011236,712,-0.1059254085717553,-2.977511237914852,-1.0210621480270723,-3.8752355263559983,0.4508426966292135,712,-0.1394767392942898,-2.629581052440229,-0.7585183806833165,-2.5064070909918734,0.4676966292134831,1.0,144.8826683088268,skel_437d739eeb4ca960,0.999138178684286,0.998547417097949,a7ls18_s020,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,259.2384091810463,strict_non_l7_eligible
a7ls15_9145ad2ac8d14e76,"Mul(Delta(premium_close_bps,12),top_long_short_position_ratio_last)",basis_premium_like|positioning_like,mul,L5_vol_adjusted_return,1,-1.0,3,True,0.5810859892431316,0.0452422763498319,True,3.0375550156734525,3.0375550156734525,True,0.0804476686912374,0.0798476686912374,0.0788476686912374,95.86666666666666,A7LS18a7ls18_s020_NUMERIC_CLUE,707,-0.0144193604250148,-1.3962280630859998,-1.3962280630859998,-1.3962280630859998,0.4809052333804809,719,-0.029829441542719,-3.0375550156734525,-3.0375550156734525,-3.0375550156734525,0.4464534075104311,719,-0.0435906458298702,-3.3044183863339343,-3.3044183863339343,-3.3044183863339343,0.411682892906815,719,-0.0808476686912374,-3.90690017308122,-3.90690017308122,-3.90690017308122,0.4422809457579972,1.0,86.26658270199432,skel_0994b3a36a4d53ba,0.9962654409652398,0.8265420751633987,a7ls18_s020,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,201.40142334740642,strict_non_l7_eligible
a7ls15_a66681ee71dd946d,"Mul(Delta(Delta(premium_abs_state,6),4),ZScore(Delta(account_position_divergence,720)))",basis_premium_like|positioning_like,relative_shock,L5_vol_adjusted_return,8,1.0,3,True,0.7911707472736809,0.0299769808426928,True,0.2365468524671202,-2.554228702526021,True,0.0583295487261586,0.0577295487261586,0.0567295487261586,94.93333333333334,A7LS18a7ls18_s020_NUMERIC_CLUE,0,,,,,,712,0.0337130634224593,1.1432461230329596,0.8467147103169022,-1.5082935847457983,0.5014044943820225,712,0.0298619561469446,0.7961576466306293,0.2365468524671202,-0.6320422125047517,0.5098314606741573,712,0.0587295487261586,0.9076062846847136,0.2618028450947041,-2.554228702526021,0.5014044943820225,1.0,63.93837797888501,skel_effc632350c0cac6,0.7928756104567652,0.9140813707729468,a7ls18_s020,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,166.46813314246415,strict_non_l7_eligible
a7ls15_a887bbf5a985de06,"Mul(Delta(Mean(mark_trade_basis_bps,72),4),ZScore(Abs(ZScore(Mean(top_long_short_position_ratio_mean,6)))))",basis_premium_like|positioning_like,relative_shock,L5_vol_adjusted_return,1,-1.0,3,True,0.8878161806790676,0.0296461481824407,True,1.131319715534539,1.131319715534539,True,0.051252324080271,0.050652324080271,0.049652324080271,95.86666666666666,A7LS18a7ls18_s020_NUMERIC_CLUE,692,-0.0025942897272939,-0.2651221864939009,-0.2651221864939009,-0.2651221864939009,0.5115606936416185,719,-0.0106459496330512,-1.131319715534539,-1.131319715534539,-1.131319715534539,0.4867872044506258,719,-0.0322137131622037,-2.742684949834051,-2.742684949834051,-2.742684949834051,0.4617524339360223,719,-0.051652324080271,-2.629371268351872,-2.629371268351872,-2.629371268351872,0.4534075104311544,1.0,56.76450789959196,skel_bd3c50a4e2306348,0.9922436081585752,0.9992279482725342,a7ls18_s020,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,3.4955370588479013,strict_non_l7_eligible
a7ls15_dd302eec64a16533,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,6)),4),ZScore(Abs(ZScore(Mean(top_long_short_position_ratio_mean,240)))))",basis_premium_like|positioning_like,relative_shock,L5_vol_adjusted_return,1,1.0,3,True,0.6822176659262433,0.0334257968547794,True,1.854673598411421,1.854673598411421,True,0.0378367577768308,0.0372367577768308,0.0362367577768308,95.86666666666666,A7LS18a7ls18_s020_NUMERIC_CLUE,696,0.009044034839778,1.0091517161737764,1.0091517161737764,1.0091517161737764,0.4971264367816091,719,0.021304589666542,2.311490165965762,2.311490165965762,2.311490165965762,0.5438108484005564,719,0.024903701260832,2.022645683556512,2.022645683556512,2.022645683556512,0.5382475660639777,719,0.0382367577768308,1.854673598411421,1.854673598411421,1.854673598411421,0.545201668984701,1.0,43.55454011090456,skel_02aabb9130df9951,0.993105429474289,1.0,a7ls18_s020,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,152.62148015532995,strict_non_l7_eligible
a7ls15_b189f0e669d2c7de,"Mul(Sub(CSRank(TSRank(mark_index_basis_bps,36)),CSRank(Abs(ZScore(Mean(global_long_short_account_ratio_mean,36))))),Sign(Abs(ZScore(Mean(global_long_short_account_ratio_mean,36)))))",basis_premium_like|positioning_like,signed_spread,L5_vol_adjusted_return,8,-1.0,3,True,0.8458676771343466,0.2508472350828131,True,1.1437561326326495,1.8987268364220984,True,0.3495160735773256,0.3489160735773256,0.3479160735773256,94.93333333333334,A7LS18a7ls18_s021_NUMERIC_CLUE,689,-0.0750751096905646,-2.603672607498146,-0.9914103784233206,-1.490803352575672,0.455732946298984,712,-0.0719541213037816,-2.773155192628253,-1.1437561326326495,-1.8987268364220984,0.4620786516853932,712,-0.1264620553059765,-3.4707129654702253,-1.2790619785591526,-2.993418859193647,0.3904494382022472,712,-0.3499160735773256,-5.271651915418987,-1.9100363099332665,-2.884394737351478,0.4297752808988764,1.0,355.0702059001913,skel_2e8b8619337ca522,0.993105429474289,0.9946575788255712,a7ls18_s021,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,304.3181452721305,strict_non_l7_eligible
a7ls15_59399738af39ccc7,"SafeDiv(Delta(mark_trade_basis_bps,168),Abs(Abs(ZScore(Mean(global_long_short_account_ratio_last,24)))))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,8,1.0,3,True,0.8647864450301719,0.0527545530489234,True,1.0225795421762116,0.1096337926235793,True,0.1785599286527578,0.1779599286527578,0.1769599286527578,94.93333333333334,A7LS18a7ls18_s021_NUMERIC_CLUE,544,0.0069348629915957,0.3154607110217988,0.0309549446135145,-1.1937943278272165,0.5183823529411765,712,0.0791203833446902,3.448402365876769,1.0225795421762116,0.139877540453042,0.5674157303370787,712,0.1872168220044983,4.692780684779474,1.5898572044525836,0.9497877435819446,0.5828651685393258,712,0.1789599286527578,4.269173642539952,1.4070412009677566,0.1096337926235793,0.5561797752808989,1.0,184.0951422077277,skel_437d739eeb4ca960,0.9514507325481184,0.8895902526167472,a7ls18_s021,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,132.20795550591737,strict_non_l7_eligible
